title,price,rating,availability,category,image_url,book_url
In the Country We Love: My Family Divided,£22.00,Four de 5 estrelas,In stock (16 available),Nonfiction,https://books.toscrape.com/media/cache/11/08/1108a8d9ebccd9cd474012121c32a7f5.jpg,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,£57.36,Five de 5 estrelas,In stock (16 available),Science,https://books.toscrape.com/media/cache/e1/1e/e11e7e9514a123aee2415a1def85e638.jpg,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17,Two de 5 estrelas,In stock (16 available),Sequential Art,https://books.toscrape.com/media/cache/58/e2/58e2097169e92a95d973da420ce7cc98.jpg,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html
I am a Hero Omnibus Volume 1,£54.63,Three de 5 estrelas,In stock (16 available),Sequential Art,https://books.toscrape.com/media/cache/f7/4d/f74db5141becf01083abc03c078f4922.jpg,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html
How to Be Miserable: 40 Strategies You Already Use,£46.03,One de 5 estrelas,In stock (16 available),Self Help,https://books.toscrape.com/media/cache/b0/9d/b09d7cb6aa8ae112dd457e588762d293.jpg,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
Her Backup Boyfriend (The Sorensen Family #1),£33.97,One de 5 estrelas,In stock (16 available),Romance,https://books.toscrape.com/media/cache/41/ee/41ee38c1d15f0139a3fb17b730dc4347.jpg,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html
"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11,Two de 5 estrelas,In stock (16 available),Sequential Art,https://books.toscrape.com/media/cache/d0/6f/d06ff4e3b9daf93b18bb21f1af19b5eb.jpg,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,£29.69,Three de 5 estrelas,In stock (16 available),Historical Fiction,https://books.toscrape.com/media/cache/f9/9e/f99e760b894d10c6e5ed578618918367.jpg,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html
First and First (Five Boroughs #3),£15.97,Four de 5 estrelas,In stock (16 available),Romance,https://books.toscrape.com/media/cache/01/a5/01a5285b17e7ec0e7e56294a8f8af28d.jpg,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html
Fifty Shades Darker (Fifty Shades #2),£21.96,One de 5 estrelas,In stock (16 available),Romance,https://books.toscrape.com/media/cache/51/86/51862681bebec59be61f36f937c71fce.jpg,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,£54.35,Two de 5 estrelas,In stock (16 available),Nonfiction,https://books.toscrape.com/media/cache/15/97/15972684c6f44f1be5e751d2e067cc16.jpg,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",£37.97,Two de 5 estrelas,In stock (16 available),Religion,https://books.toscrape.com/media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
Danganronpa Volume 1,£51.99,Four de 5 estrelas,In stock (16 available),Sequential Art,https://books.toscrape.com/media/cache/ce/39/ce3942d9a10b6a17805136ace7c140fa.jpg,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html
Crown of Midnight (Throne of Glass #2),£43.29,Three de 5 estrelas,In stock (16 available),Fantasy,https://books.toscrape.com/media/cache/b7/7d/b77d5e56daa3c22822abf1b8affbaef9.jpg,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
"Codename Baboushka, Volume 1: The Conclave of Death",£36.72,Four de 5 estrelas,In stock (16 available),Sequential Art,https://books.toscrape.com/media/cache/ed/a5/eda54d1bfcdd39488013f7aae1eaf659.jpg,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html
Camp Midnight,£17.08,Four de 5 estrelas,In stock (16 available),Sequential Art,https://books.toscrape.com/media/cache/7a/67/7a671ecf69cdcd2ea9ebe85da1b5585f.jpg,https://books.toscrape.com/catalogue/camp-midnight_886/index.html
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,£29.14,Five de 5 estrelas,In stock (16 available),Nonfiction,https://books.toscrape.com/media/cache/c5/f2/c5f2361aab546bc7f851cf93aec94ca3.jpg,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
Burning,£28.81,Three de 5 estrelas,In stock (16 available),Young Adult,https://books.toscrape.com/media/cache/9a/2c/9a2c2936fa9bd422be96805924e1411a.jpg,https://books.toscrape.com/catalogue/burning_884/index.html
Bossypants,£49.46,Two de 5 estrelas,In stock (16 available),Default,https://books.toscrape.com/media/cache/94/34/943490007d42c0bc066efc899dafa472.jpg,https://books.toscrape.com/catalogue/bossypants_883/index.html
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",£37.92,Two de 5 estrelas,In stock (16 available),Sequential Art,https://books.toscrape.com/media/cache/9d/1d/9d1d68362670066b155936e37d61bc5b.jpg,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",£28.09,Two de 5 estrelas,In stock (16 available),Fantasy,https://books.toscrape.com/media/cache/9f/25/9f25ffe4229a32d1368b3dfe248c3343.jpg,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
Algorithms to Live By: The Computer Science of Human Decisions,£30.81,One de 5 estrelas,In stock (16 available),Nonfiction,https://books.toscrape.com/media/cache/28/ea/28ea530a8b7955e422df64beaed7871a.jpg,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
A World of Flavor: Your Gluten Free Passport,£42.95,One de 5 estrelas,In stock (16 available),Default,https://books.toscrape.com/media/cache/0a/6a/0a6a53a8d37584a7906d2d5a0032f9c1.jpg,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",£56.76,Five de 5 estrelas,In stock (16 available),Default,https://books.toscrape.com/media/cache/09/6d/096df83de35d408278fdc9108d930b5f.jpg,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
A Murder in Time,£16.64,One de 5 estrelas,In stock (16 available),Mystery,https://books.toscrape.com/media/cache/cc/bd/ccbd7a62caefd5a3a2e04dd7c2ff48fe.jpg,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html
A Flight of Arrows (The Pathfinders #2),£55.53,Five de 5 estrelas,In stock (16 available),Historical Fiction,https://books.toscrape.com/media/cache/ec/65/ec651ed66822d4b68938afa645b1ece2.jpg,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html
A Fierce and Subtle Poison,£28.13,Four de 5 estrelas,In stock (16 available),Young Adult,https://books.toscrape.com/media/cache/ac/b6/acb65d6d11263ba98b0191b544f6c728.jpg,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
A Court of Thorns and Roses (A Court of Thorns and Roses #1),£52.37,One de 5 estrelas,In stock (16 available),Fantasy,https://books.toscrape.com/media/cache/0a/78/0a78f89fc2dc78b700b494c3510e8920.jpg,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
(Un)Qualified: How God Uses Broken People to Do Big Things,£54.00,Five de 5 estrelas,In stock (16 available),Christian,https://books.toscrape.com/media/cache/e4/f8/e4f8c1c5954e09cb6c485d9db824eeb1.jpg,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
You Are What You Love: The Spiritual Power of Habit,£21.87,Four de 5 estrelas,In stock (15 available),Religion,https://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",£43.30,Four de 5 estrelas,In stock (15 available),Science Fiction,https://books.toscrape.com/media/cache/02/7a/027a1f131d94c38f9e785f5d85a109c7.jpg,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
Tuesday Nights in 1980,£21.04,Two de 5 estrelas,In stock (15 available),Fiction,https://books.toscrape.com/media/cache/a3/ad/a3ade5edecde67449329c1ebb016c049.jpg,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html
Tracing Numbers on a Train,£41.60,Three de 5 estrelas,In stock (15 available),Default,https://books.toscrape.com/media/cache/0a/05/0a0514153dac092aac76b097b495f908.jpg,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html
Throne of Glass (Throne of Glass #1),£35.07,Three de 5 estrelas,In stock (15 available),Fantasy,https://books.toscrape.com/media/cache/4e/8d/4e8d87d1cb5e876ddb50599a1d1b656e.jpg,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,£59.64,One de 5 estrelas,In stock (15 available),History,https://books.toscrape.com/media/cache/77/79/777988a85de2269905bd8c2070a3cf58.jpg,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html
Thirteen Reasons Why,£52.72,One de 5 estrelas,In stock (15 available),Default,https://books.toscrape.com/media/cache/6d/7b/6d7b69b4edcdf5b6b075d6fa53bf74bc.jpg,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,£58.08,Four de 5 estrelas,In stock (15 available),Childrens,https://books.toscrape.com/media/cache/49/0e/490e049133ee9f398e6a70f25c12e308.jpg,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
The Wedding Dress,£24.12,One de 5 estrelas,In stock (15 available),Romance,https://books.toscrape.com/media/cache/29/3b/293bd9cd6fe1f8c82d1688aefe6cc5f7.jpg,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html
The Vacationers,£42.15,Four de 5 estrelas,In stock (15 available),Fiction,https://books.toscrape.com/media/cache/34/c9/34c988a76c3cd7c04566d3030d8e7331.jpg,https://books.toscrape.com/catalogue/the-vacationers_863/index.html
The Third Wave: An Entrepreneur’s Vision of the Future,£12.61,Five de 5 estrelas,In stock (15 available),Business,https://books.toscrape.com/media/cache/0f/76/0f76b00ea914ced1822d8ac3480c485f.jpg,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html
The Stranger,£17.44,Four de 5 estrelas,In stock (15 available),Philosophy,https://books.toscrape.com/media/cache/c8/1a/c81aea97de1daaa0081d96f8564c204c.jpg,https://books.toscrape.com/catalogue/the-stranger_861/index.html
The Shadow Hero (The Shadow Hero),£33.14,One de 5 estrelas,In stock (15 available),Sequential Art,https://books.toscrape.com/media/cache/c3/d2/c3d2356443efca9bcad78eba8d249fc1.jpg,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html
The Secret (The Secret #1),£27.37,Four de 5 estrelas,In stock (15 available),Default,https://books.toscrape.com/media/cache/d3/70/d37038f81b8ad0342346951271c31e58.jpg,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
The Regional Office Is Under Attack!,£51.36,Five de 5 estrelas,In stock (15 available),Fiction,https://books.toscrape.com/media/cache/d4/73/d473f01f077b91ce04e345305a3fa217.jpg,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html
The Psychopath Test: A Journey Through the Madness Industry,£36.00,Two de 5 estrelas,In stock (15 available),Default,https://books.toscrape.com/media/cache/dd/63/dd637b4e7cb403932e6a29397d877e4e.jpg,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
The Project,£10.65,One de 5 estrelas,In stock (15 available),Science Fiction,https://books.toscrape.com/media/cache/4c/57/4c57c192057269132623f9c6b3f69559.jpg,https://books.toscrape.com/catalogue/the-project_856/index.html
The Power of Now: A Guide to Spiritual Enlightenment,£43.54,Two de 5 estrelas,In stock (15 available),Nonfiction,https://books.toscrape.com/media/cache/13/2a/132a17f55f0048a2f2df748c9f5ce4e4.jpg,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
The Omnivore's Dilemma: A Natural History of Four Meals,£38.21,Two de 5 estrelas,In stock (15 available),Nonfiction,https://books.toscrape.com/media/cache/3d/9d/3d9d46815a4be5e5e6f5e641d8268961.jpg,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,£37.34,Five de 5 estrelas,In stock (15 available),Food and Drink,https://books.toscrape.com/media/cache/41/57/4157492623f9552e3efdc858a19968f3.jpg,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html
The Murder of Roger Ackroyd (Hercule Poirot #4),£44.10,Four de 5 estrelas,In stock (15 available),Mystery,https://books.toscrape.com/media/cache/86/38/8638ba095b3b32e0abdef170e7bc4fd6.jpg,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html
The Mistake (Off-Campus #2),£43.29,Three de 5 estrelas,In stock (15 available),New Adult,https://books.toscrape.com/media/cache/95/49/9549db6862283a388659611bda63b97b.jpg,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html
The Matchmaker's Playbook (Wingmen Inc. #1),£55.85,One de 5 estrelas,In stock (15 available),New Adult,https://books.toscrape.com/media/cache/e9/e3/e9e3736effeb4982324dd0e4e64b2e81.jpg,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,£37.60,Two de 5 estrelas,In stock (15 available),Food and Drink,https://books.toscrape.com/media/cache/88/e7/88e70e44632c3ca306191007bc723806.jpg,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,£10.97,One de 5 estrelas,In stock (15 available),Crime,https://books.toscrape.com/media/cache/2b/50/2b50fa031b2411a94bc68de0bbdd96fb.jpg,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html
The Kite Runner,£41.82,Four de 5 estrelas,In stock (15 available),Default,https://books.toscrape.com/media/cache/65/1e/651e956a041bf4b91bfba1374f0f91e7.jpg,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html
The House by the Lake,£36.95,One de 5 estrelas,In stock (15 available),Historical Fiction,https://books.toscrape.com/media/cache/46/a2/46a2c968bfccf1979cc5576085eec6dd.jpg,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html
The Glittering Court (The Glittering Court #1),£44.28,One de 5 estrelas,In stock (15 available),Fantasy,https://books.toscrape.com/media/cache/2f/21/2f21c9ffd0962092ce337ecd1b338f5b.jpg,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
The Girl on the Train,£55.02,Two de 5 estrelas,In stock (15 available),Default,https://books.toscrape.com/media/cache/19/ed/19ed2156391eebbcd757a0d9f6d5860c.jpg,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
The Genius of Birds,£17.24,One de 5 estrelas,In stock (15 available),Nonfiction,https://books.toscrape.com/media/cache/2e/52/2e52982210cbc8dffe414cab72b52e38.jpg,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
The Emerald Mystery,£23.15,Two de 5 estrelas,In stock (15 available),Default,https://books.toscrape.com/media/cache/bc/1f/bc1f79af87032748b75d12079f51c031.jpg,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,£41.25,One de 5 estrelas,In stock (15 available),Food and Drink,https://books.toscrape.com/media/cache/81/37/81374b88e925ba998c4049abcf805196.jpg,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html
